БЕ,Наименование дочернего Общества,Адрес склада,Дата поступления,Классы МТР,Наименование класса,Подклассы МТР,Наименование подкласса,КСМ (код материала),Наименование материала,БЕИ (единица измерения),Количество,Стоимость запасов,Цена запаса,Плановая рентабельность
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",14.09.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1059585,Брус-2-хвойный-100Х100,КубичМетр,10.000,"328,310.54",31 267.67,5.0
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",08.03.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1168375,Доска-3-хвойная-50х100,КубичМетр,8.060,"10,394.09",1 228.18,5.0
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",08.08.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1168375,Доска-3-хвойная-50х100,КубичМетр,0.850,"1,054.37",1 181.37,5.0
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",15.06.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1527694,Брус-2-сосна-150х150,КубичМетр,14.450,"438,061.63",28 872.08,5.0
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",04.07.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1047320,Доска-2-хвойная-25х150,КубичМетр,5.000,"5,521.22",1 051.66,5.0
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",31.12.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1059585,Брус-2-хвойный-100Х100,КубичМетр,8.000,"126,124.91",15 014.87,5.0
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",15.10.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1168375,Доска-3-хвойная-50х100,КубичМетр,5.000,"5,381.57",1 025.06,5.0
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",04.01.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1527694,Брус-2-сосна-150х150,КубичМетр,20.000,"375,210.36",17 867.16,5.0
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",19.09.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1168375,Доска-3-хвойная-50х100,КубичМетр,12.100,"15,813.79",1 244.69,5.0
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",06.01.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1047320,Доска-2-хвойная-25х150,КубичМетр,17.800,"19,893.82",1 064.41,5.0
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",09.03.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056129,Доска-2-хвойная-50х150,КубичМетр,0.280,366.36,1 246.11,5.0
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",23.12.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1059585,Брус-2-хвойный-100Х100,КубичМетр,7.000,"200,479.85",27 276.17,5.0
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",05.09.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1168375,Доска-3-хвойная-50х100,КубичМетр,18.550,"18,285.67",938.81,5.0
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",10.01.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1168375,Доска-3-хвойная-50х100,КубичМетр,4.410,"5,586.98",1 206.56,5.0
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",20.01.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1527694,Брус-2-сосна-150х150,КубичМетр,1.210,"31,799.55",25 029.16,5.0
1770,"АО ""Оренбургнефть""","Курманаевка, Оренбургская область, Россия",04.06.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023494,Брус-1-хвойный-100х100,КубичМетр,18.700,"258,274.11",13 254.75,4.2
1770,"АО ""Оренбургнефть""","Курманаевка, Оренбургская область, Россия",29.03.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023496,Брус 150Х150мм,КубичМетр,6.000,"115,788.54",18 520.24,4.2
1770,"АО ""Оренбургнефть""","Курманаевка, Оренбургская область, Россия",15.05.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056130,Доска-1-хвойная-50х150,КубичМетр,16.250,"20,453.11",1 207.92,4.2
1770,"АО ""Оренбургнефть""","Курманаевка, Оренбургская область, Россия",04.11.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056130,Доска-1-хвойная-50х150,КубичМетр,2.300,"2,389.36",996.98,4.2
1770,"АО ""Оренбургнефть""","Междулесье, Оренбургская область, Россия",29.03.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023494,Брус-1-хвойный-100х100,КубичМетр,1.000,"30,322.98",29 100.75,4.2
1770,"АО ""Оренбургнефть""","Междулесье, Оренбургская область, Россия",18.06.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056130,Доска-1-хвойная-50х150,КубичМетр,1.000,997.92,957.70,4.2
1770,"АО ""Оренбургнефть""","Петровка, Оренбургская область, Россия",06.06.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023494,Брус-1-хвойный-100х100,КубичМетр,2.000,"60,379.34",28 972.81,4.2
1770,"АО ""Оренбургнефть""","Петровка, Оренбургская область, Россия",23.10.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056130,Доска-1-хвойная-50х150,КубичМетр,2.000,"2,639.87",1 266.73,4.2
1770,"АО ""Оренбургнефть""","Красногвардейский район, Село Донское, Оренбургская область, Россия",19.12.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023494,Брус-1-хвойный-100х100,КубичМетр,2.760,"38,292.01",13 314.70,4.2
1770,"АО ""Оренбургнефть""","Красногвардейский район, Село Донское, Оренбургская область, Россия",23.11.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023494,Брус-1-хвойный-100х100,КубичМетр,17.000,"290,395.34",16 393.55,4.2
1770,"АО ""Оренбургнефть""","Красногвардейский район, Село Донское, Оренбургская область, Россия",13.04.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056130,Доска-1-хвойная-50х150,КубичМетр,0.610,821.85,1 292.99,4.2
1770,"АО ""Оренбургнефть""","Красногвардейский район, Село Донское, Оренбургская область, Россия",08.10.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056130,Доска-1-хвойная-50х150,КубичМетр,6.600,"7,721.93",1 122.83,4.2
1770,"АО ""Оренбургнефть""","Красногвардейский район, Село Донское, Оренбургская область, Россия",10.03.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056130,Доска-1-хвойная-50х150,КубичМетр,26.000,"32,641.53",1 204.84,4.2
1770,"АО ""Оренбургнефть""","Междулесье, Оренбургская область, Россия",03.12.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023494,Брус-1-хвойный-100х100,КубичМетр,2.000,"26,858.15",12 887.79,4.2
1770,"АО ""Оренбургнефть""","Междулесье, Оренбургская область, Россия",22.11.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056130,Доска-1-хвойная-50х150,КубичМетр,3.000,"3,288.61",1 052.02,4.2
1770,"АО ""Оренбургнефть""","Петровка, Оренбургская область, Россия",20.07.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056130,Доска-1-хвойная-50х150,КубичМетр,3.000,"2,956.07",945.64,4.2
1770,"АО ""Оренбургнефть""","Междулесье, Оренбургская область, Россия",09.10.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023494,Брус-1-хвойный-100х100,КубичМетр,4.500,"82,816.37",17 661.84,4.2
1770,"АО ""Оренбургнефть""","Междулесье, Оренбургская область, Россия",11.01.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056130,Доска-1-хвойная-50х150,КубичМетр,3.000,"3,384.30",1 082.63,4.2
1770,"АО ""Оренбургнефть""","Междулесье, Оренбургская область, Россия",08.12.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056130,Доска-1-хвойная-50х150,КубичМетр,1.500,"1,442.12",922.66,4.2
1770,"АО ""Оренбургнефть""","Петровка, Оренбургская область, Россия",04.11.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056130,Доска-1-хвойная-50х150,КубичМетр,2.000,"2,196.74",1 054.10,4.2
1781,"АО ""Рязанская НПК""","Рязань, ул. Южный промузел 8, Рязанская область, Россия",28.01.2021,20,Подшипники,20-980400,Втулки к подшипникам,10451630,Втулка закрепительная H312 ZWZ,Штука,2.000,"4,813.88",2 307.71,4.3
1781,"АО ""Рязанская НПК""","Рязань, ул. Южный промузел 8, Рязанская область, Россия",04.07.2015,20,Подшипники,20-980400,Втулки к подшипникам,10451642,Втулка закрепительная H322 ZWZ,Штука,2.000,"4,217.54",2 021.83,4.3
1781,"АО ""Рязанская НПК""","Рязань, ул. Южный промузел 8, Рязанская область, Россия",15.07.2020,20,Подшипники,20-980400,Втулки к подшипникам,10451630,Втулка закрепительная H312 ZWZ,Штука,8.000,"15,272.36",1 830.34,4.3
1781,"АО ""Рязанская НПК""","Рязань, ул. Южный промузел 8, Рязанская область, Россия",04.03.2020,20,Подшипники,20-980400,Втулки к подшипникам,1703377,Втулка закрепительная Н2313 SKF,Штука,4.000,"12,515.79",2 999.95,4.3
1781,"АО ""Рязанская НПК""","Рязань, ул. Южный промузел 8, Рязанская область, Россия",21.02.2019,20,Подшипники,20-980400,Втулки к подшипникам,1703377,Втулка закрепительная Н2313 SKF,Штука,12.000,"33,830.75",2 703.00,4.3
1781,"АО ""Рязанская НПК""","Рязань, ул. Южный промузел 8, Рязанская область, Россия",25.11.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023494,Брус-1-хвойный-100х100,КубичМетр,18.000,"567,924.20",30 250.57,4.3
1808,РН-Смазочные материалы,"Рязань, Район Южный Промузел, Рязанская область, Россия",24.06.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1059585,Брус-2-хвойный-100Х100,КубичМетр,12.000,"367,908.72",29 282.77,4.7
1808,РН-Смазочные материалы,"Рязань, Район Южный Промузел, Рязанская область, Россия",23.01.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1191449,Доска-2-береза-40 (необрезная),КубичМетр,10.000,"10,657.20",1 017.88,4.7
1808,РН-Смазочные материалы,"Рязань, Район Южный Промузел, Рязанская область, Россия",02.04.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1038425,Доска-2-хвойная-40х150,КубичМетр,24.000,"32,122.88",1 278.37,4.7
1808,РН-Смазочные материалы,"Рязань, Район Южный Промузел, Рязанская область, Россия",14.04.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1309666,Доска-1-хвойная-20х150,КубичМетр,24.000,"27,587.28",1 097.87,4.7
1808,РН-Смазочные материалы,"Рязань, Район Южный Промузел, Рязанская область, Россия",18.01.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1510331,Доска-2-хвойная-20 (необрезная),КубичМетр,10.000,"12,423.28",1 186.56,4.7
1A63,"АО ""ННК""","Новокуйбышевск, ул. Промышленная, Самарская область, Россия",26.09.2018,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1073298,Труба б/ш х/д к/ст 8Х1-12Х18Н10Т,Тонна,0.131,"23,093.50",167 731.94,5.1
1A63,"АО ""ННК""","Новокуйбышевск, ул. Промышленная, Самарская область, Россия",18.03.2022,20,Подшипники,20-980400,Втулки к подшипникам,10433694,Втулка закрепительная Н 318,Штука,4.000,"9,413.05",2 239.07,5.1
1A63,"АО ""ННК""","Новокуйбышевск, ул. Промышленная, Самарская область, Россия",30.08.2022,11,Продукция кабельная,11-050800,Провода и кабели установочные,1119879,"Кабель ТПВБбГ 7х8х1,6",м,800.000,"5,812,080.45",6 912.56,5.1
1A63,"АО ""ННК""","Новокуйбышевск, ул. Промышленная, Самарская область, Россия",08.07.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1575043,Доска-1-хвойная-50х200,КубичМетр,0.800,773.75,920.26,5.1
1A63,"АО ""ННК""","Новокуйбышевск, ул. Промышленная, Самарская область, Россия",11.01.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041059,Брус-1-хвойный-50х50,КубичМетр,0.500,"16,007.37",30 461.21,5.1
1A63,"АО ""ННК""","Новокуйбышевск, ул. Промышленная, Самарская область, Россия",15.04.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1303969,Доска-1-береза-50 (необрезная),КубичМетр,3.000,"2,915.23",924.59,5.1
1A63,"АО ""ННК""","Новокуйбышевск, ул. Промышленная, Самарская область, Россия",16.02.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070502,Брус-1-хвойный-150х200,КубичМетр,2.000,"39,381.54",18 735.27,5.1
1A63,"АО ""ННК""","Новокуйбышевск, ул. Промышленная, Самарская область, Россия",10.10.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,9026004,Доска обрезная хв/п 40х200х6000мм,КубичМетр,0.288,360.66,1 191.52,5.1
1A93,"ООО ""РН-ГРП""","Нягань, улица Сибирская, Ханты-Мансийский Автономный округ, Россия",01.07.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023494,Брус-1-хвойный-100х100,КубичМетр,2.000,"69,954.25",33 375.12,4.8
1A93,"ООО ""РН-ГРП""","Нягань, улица Сибирская, Ханты-Мансийский Автономный округ, Россия",12.09.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023494,Брус-1-хвойный-100х100,КубичМетр,4.000,"100,017.26",23 859.08,4.8
1B04,"ООО ""Славнефть-КраснНГ""","микрорайон Ясный, территория Пурпе-1, Губкинский, Ямало-Ненецкий автономный округ, Россия",14.10.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10460802,Брус-2-хвойный-150х150 6000мм,КубичМетр,10.000,"221,608.08",21 267.57,4.2
1B04,"ООО ""Славнефть-КраснНГ""","микрорайон Ясный, территория Пурпе-1, Губкинский, Ямало-Ненецкий автономный округ, Россия",04.03.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10460802,Брус-2-хвойный-150х150 6000мм,КубичМетр,45.360,"974,556.20",20 618.93,4.2
1B04,"ООО ""Славнефть-КраснНГ""","микрорайон Ясный, территория Пурпе-1, Губкинский, Ямало-Ненецкий автономный округ, Россия",23.09.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр,56.070,"54,122.53",926.36,4.2
1B04,"ООО ""Славнефть-КраснНГ""","микрорайон Ясный, территория Пурпе-1, Губкинский, Ямало-Ненецкий автономный округ, Россия",21.08.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр,14.246,"18,486.98",1 245.39,4.2
1B04,"ООО ""Славнефть-КраснНГ""","микрорайон Ясный, территория Пурпе-1, Губкинский, Ямало-Ненецкий автономный округ, Россия",17.08.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10460802,Брус-2-хвойный-150х150 6000мм,КубичМетр,14.705,"515,872.59",33 667.41,4.2
1B11,"ООО ИК ""СИБИНТЕК""","Нефтеюганск, Ханты-Мансийский автономный округ, Россия",26.03.2018,11,Продукция кабельная,11-050800,Провода и кабели установочные,1340770,Кабель Phoenix FL CAT5 FLEX 2744830,м,87.000,"855,875.46",9 432.07,4.3
1B54,"ПАО АНК ""Башнефть""","Уфа, улица Зелёная Роща, Республика Башкортостан, Россия",29.12.2020,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,9027462,Труба 8х1 12Х18Н10Т ГОСТ 9941,Погон.метр,0.200,"12,972.06",62 007.93,4.6
1B54,"ПАО АНК ""Башнефть""","Уфа, улица Зелёная Роща, Республика Башкортостан, Россия",07.11.2016,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,9027462,Труба 8х1 12Х18Н10Т ГОСТ 9941,Погон.метр,78.790,"5,504,485.09",66 790.38,4.6
1B54,"ПАО АНК ""Башнефть""","Уфа, улица Ульяновых, Республика Башкортостан, Россия",02.06.2021,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,9012437,Труба б/ш х/д к/ст 8х1 08Х18Н10Т,Погон.метр,24.000,"1,155,447.25",46 026.42,4.6
1B54,"ПАО АНК ""Башнефть""","Уфа, улица Ульяновых, Республика Башкортостан, Россия",14.08.2022,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1480096,Труба б/ш х/д к/ст 8Х2-12Х18Н10Т,Тонна,0.041,"7,313.32",170 529.23,4.6
1B54,"ПАО АНК ""Башнефть""","Уфа, улица Ульяновых, Республика Башкортостан, Россия",09.03.2020,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1480096,Труба б/ш х/д к/ст 8Х2-12Х18Н10Т,Тонна,0.002,349.88,167 245.13,4.6
1B54,"ПАО АНК ""Башнефть""","Уфа, улица Ульяновых, Республика Башкортостан, Россия",28.06.2024,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,9027630,Труба 8х2.5 20 ГОСТ 8734,Погон.метр,100.000,"5,013,333.65",47 928.62,4.6
1B54,"ПАО АНК ""Башнефть""","Уфа, улица Зелёная Роща, Республика Башкортостан, Россия",25.09.2019,20,Подшипники,20-980400,Втулки к подшипникам,2312640,Втулка В22 УХЛ1,Штука,30.000,"55,601.59",1 771.88,4.6
1B54,"ПАО АНК ""Башнефть""","Уфа, улица Зелёная Роща, Республика Башкортостан, Россия",25.09.2020,20,Подшипники,20-980400,Втулки к подшипникам,2312640,Втулка В22 УХЛ1,Штука,300.000,"769,519.19",2 452.26,4.6
1B54,"ПАО АНК ""Башнефть""","Уфа, улица Зелёная Роща, Республика Башкортостан, Россия",22.08.2023,20,Подшипники,20-980400,Втулки к подшипникам,2372848,Втулка H.313 SNR,Штука,4.000,"9,918.00",2 370.46,4.6
1B54,"ПАО АНК ""Башнефть""","Уфа, улица Зелёная Роща, Республика Башкортостан, Россия",22.06.2024,20,Подшипники,20-980400,Втулки к подшипникам,10016126,Втулка закрепительная H313 TIMKEN,Штука,4.000,"11,255.04",2 690.02,4.6
1B54,"ПАО АНК ""Башнефть""","Уфа, Чекмагушевская улица 2, Республика Башкортостан, Россия",17.12.2018,20,Подшипники,20-980400,Втулки к подшипникам,2593026,Втулка подшипника H 2315 Timken,Штука,4.000,"9,663.20",2 309.56,4.6
1B54,"ПАО АНК ""Башнефть""","Уфа, Чекмагушевская улица 2, Республика Башкортостан, Россия",12.07.2020,20,Подшипники,20-980400,Втулки к подшипникам,9012503,Втулка закр. NTN Н 2309 Х,Штука,2.000,"5,517.94",2 637.64,4.6
1B54,"ПАО АНК ""Башнефть""","Уфа, Чекмагушевская улица 2, Республика Башкортостан, Россия",14.02.2016,20,Подшипники,20-980400,Втулки к подшипникам,9012504,Втулка закр. NTN Н 2315 Х,Штука,2.000,"5,128.39",2 451.43,4.6
1B54,"ПАО АНК ""Башнефть""","Уфа, улица Ульяновых, Республика Башкортостан, Россия",19.03.2018,11,Продукция кабельная,11-050800,Провода и кабели установочные,1119879,"Кабель ТПВБбГ 7х8х1,6",м,2 000.000,"16,532,385.64",7 902.67,4.6
1B64,"ООО ""Соровскнефть""","посёлок Кедровый, Сургут, Ханты-Мансийский автономный округ",08.05.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1438771,Доска-1-хвойная-50х100,КубичМетр,2.000,"1,879.46",901.85,4.2
1B64,"ООО ""Соровскнефть""","посёлок Кедровый, Сургут, Ханты-Мансийский автономный округ",17.03.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023494,Брус-1-хвойный-100х100,КубичМетр,1.000,"28,396.98",27 252.38,4.2
1B64,"ООО ""Соровскнефть""","посёлок Кедровый, Сургут, Ханты-Мансийский автономный округ",26.10.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1980928,Доска-1-хвойная-50х150х6000мм,Штука,30.000,"33,832.39",1 082.29,4.2
1B64,"ООО ""Соровскнефть""","посёлок Кедровый, Сургут, Ханты-Мансийский автономный округ",05.06.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1438771,Доска-1-хвойная-50х100,КубичМетр,8.000,"9,184.44",1 101.78,4.2
1B64,"ООО ""Соровскнефть""","посёлок Кедровый, Сургут, Ханты-Мансийский автономный округ",15.06.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1438771,Доска-1-хвойная-50х100,КубичМетр,6.000,"6,465.26",1 034.11,4.2
1B66,"ПАО ""Уфаоргсинтез""","Уфа, Бирский тракт 2к5, Республика Башкортостан, Россия",15.07.2021,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,2285865,Труба б/ш х/д к/ст 8х1 08Х12Н10Т,Тонна,0.005,792.04,151 586.49,4.5
1B66,"ПАО ""Уфаоргсинтез""","Уфа, Бирский тракт 2к5, Республика Башкортостан, Россия",24.04.2025,20,Подшипники,20-980400,Втулки к подшипникам,10015903,Втулка H310 SKF,Штука,11.000,"20,363.39",1 771.50,4.5
1B66,"ПАО ""Уфаоргсинтез""","Уфа, Бирский тракт 2к5, Республика Башкортостан, Россия",02.12.2015,20,Подшипники,20-980400,Втулки к подшипникам,2312641,Втулка В28 УХЛ3,Штука,53.000,"92,934.92",1 677.98,4.5
1B66,"ПАО ""Уфаоргсинтез""","Уфа, Бирский тракт 2к5, Республика Башкортостан, Россия",22.09.2022,20,Подшипники,20-980400,Втулки к подшипникам,2312641,Втулка В28 УХЛ3,Штука,12.000,"33,294.58",2 655.07,4.5
1B66,"ПАО ""Уфаоргсинтез""","Уфа, Бирский тракт 2к5, Республика Башкортостан, Россия",06.08.2015,20,Подшипники,20-980400,Втулки к подшипникам,2312640,Втулка В22 УХЛ1,Штука,283.000,"485,576.17",1 641.93,4.5
1B66,"ПАО ""Уфаоргсинтез""","Уфа, Бирский тракт 2к5, Республика Башкортостан, Россия",13.11.2017,20,Подшипники,20-980400,Втулки к подшипникам,10537440,Втулка H2319 EBC,Штука,1.000,"2,882.81",2 758.67,4.5
1B66,"ПАО ""Уфаоргсинтез""","Уфа, Бирский тракт 2к5, Республика Башкортостан, Россия",23.08.2017,20,Подшипники,20-980400,Втулки к подшипникам,2312642,Втулка В22 УХЛ3,Штука,362.000,"669,989.42",1 771.10,4.5
1B66,"ПАО ""Уфаоргсинтез""","Уфа, Бирский тракт 2к5, Республика Башкортостан, Россия",15.05.2025,11,Продукция кабельная,11-050800,Провода и кабели установочные,1119879,"Кабель ТПВБбГ 7х8х1,6",м,2 000.000,"14,329,980.50",6 856.45,4.5
1B66,"ПАО ""Уфаоргсинтез""","Уфа, Бирский тракт 2к5, Республика Башкортостан, Россия",26.02.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1057421,Доска-2-хвойная-30 (необрезная),КубичМетр,1.125,"1,462.40",1 243.93,4.5
1B66,"ПАО ""Уфаоргсинтез""","Уфа, Бирский тракт 2к5, Республика Башкортостан, Россия",04.11.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,2497523,Доска-2-хвойная-50 (необрезная),КубичМетр,3.000,"3,426.56",1 093.00,4.5
1B66,"ПАО ""Уфаоргсинтез""","Уфа, Бирский тракт 2к5, Республика Башкортостан, Россия",30.04.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10145661,Доска-3-береза-40х150 (обрезная),КубичМетр,1.000,"1,140.24",1 091.14,4.5
1B66,"ПАО ""Уфаоргсинтез""","Уфа, Бирский тракт 2к5, Республика Башкортостан, Россия",04.06.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10145661,Доска-3-береза-40х150 (обрезная),КубичМетр,1.150,"1,176.25",978.78,4.5
1B66,"ПАО ""Уфаоргсинтез""","Уфа, Бирский тракт 2к5, Республика Башкортостан, Россия",12.02.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070501,Брус-2-хвойный-150х200,КубичМетр,1.640,"46,831.23",27 325.96,4.5
1B66,"ПАО ""Уфаоргсинтез""","Уфа, Бирский тракт 2к5, Республика Башкортостан, Россия",06.10.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1732745,Брус-2-хвойный-150х150,КубичМетр,2.000,"23,295.20",11 146.03,4.5
1B66,"ПАО ""Уфаоргсинтез""","Уфа, Бирский тракт 2к5, Республика Башкортостан, Россия",23.03.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1057421,Доска-2-хвойная-30 (необрезная),КубичМетр,2.000,"1,935.40",926.03,4.5
1B66,"ПАО ""Уфаоргсинтез""","Уфа, Бирский тракт 2к5, Республика Башкортостан, Россия",09.08.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,2497523,Доска-2-хвойная-50 (необрезная),КубичМетр,39.194,"39,488.99",964.14,4.5
1B66,"ПАО ""Уфаоргсинтез""","Уфа, Бирский тракт 2к5, Республика Башкортостан, Россия",19.06.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10145661,Доска-3-береза-40х150 (обрезная),КубичМетр,6.100,"7,383.58",1 158.30,4.5
1B66,"ПАО ""Уфаоргсинтез""","Уфа, Бирский тракт 2к5, Республика Башкортостан, Россия",04.08.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10145661,Доска-3-береза-40х150 (обрезная),КубичМетр,7.000,"8,274.58",1 131.18,4.5
