БЕ,Наименование дочернего Общества,Адрес склада,Дата поступления,Классы МТР,Наименование класса,Подклассы МТР,Наименование подкласса,КСМ (код материала),Наименование материала,БЕИ (единица измерения),Количество,Стоимость запасов,Цена запаса,Плановая рентабельность
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",25.05.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023494,Брус-1-хвойный-100х100,КубичМетр,15.860,"503,529.47",30 323.20,4.7
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",25.05.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1038425,Доска-2-хвойная-40х150,КубичМетр,5.220,"6,742.75",1 233.73,4.7
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",17.06.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1047318,Доска-1-хвойная-25х150,КубичМетр,144.748,"187,205.08",1 235.26,4.7
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",30.09.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1054113,Доска-1-хвойная-25 (необрезная),КубичМетр,128.522,"168,250.26",1 250.35,4.7
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",24.04.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр,18.456,"21,818.86",1 129.14,4.7
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",18.05.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1125930,Брус-1-хвойный-50х70,КубичМетр,11.063,"137,304.88",11 854.04,4.7
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",18.02.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1054113,Доска-1-хвойная-25 (необрезная),КубичМетр,10.000,"11,759.59",1 123.17,4.7
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",24.06.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1054113,Доска-1-хвойная-25 (необрезная),КубичМетр,1.000,982.84,938.72,4.7
1244,"ООО ""РН-Бурение""","Магистральная улица, г. Губкинский, Ямало-Ненецкий автономный округ, Россиия",30.06.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр,2.000,"2,184.88",1 043.40,4.7
1244,"ООО ""РН-Бурение""","Магистральная улица, г. Губкинский, Ямало-Ненецкий автономный округ, Россиия",22.11.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1057410,Доска-1-хвойная-30 (необрезная),КубичМетр,2.000,"2,672.80",1 276.41,4.7
1244,"ООО ""РН-Бурение""","Магистральная улица, г. Губкинский, Ямало-Ненецкий автономный округ, Россиия",16.05.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр,2.000,"1,997.26",953.80,4.7
1244,"ООО ""РН-Бурение""","Магистральная улица, г. Губкинский, Ямало-Ненецкий автономный округ, Россиия",25.09.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр,20.000,"23,015.78",1 099.13,4.7
1244,"ООО ""РН-Бурение""","АО ""Самара-Волго г. Самара, Московское ш., д. 55",08.04.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1250751,Вагонка-Доска обрезн.липа 88х15х3000мм,Штука,30.000,"32,558.66",1 036.57,4.7
1244,"ООО ""РН-Бурение""","АО ""Самара-Волго г. Самара, Московское ш., д. 55",08.02.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1250751,Вагонка-Доска обрезн.липа 88х15х3000мм,Штука,110.000,"124,689.95",1 082.66,4.7
1244,"ООО ""РН-Бурение""","АО ""Самара-Волго г. Самара, Московское ш., д. 55",17.01.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр,12.500,"12,202.13",932.35,4.7
1244,"ООО ""РН-Бурение""","АО ""Самара-Волго г. Самара, Московское ш., д. 55",25.08.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1074358,Доска-1-хвойная-20 (необрезная),КубичМетр,6.000,"7,936.74",1 263.41,4.7
1244,"ООО ""РН-Бурение""","АО ""Самара-Волго г. Самара, Московское ш., д. 55",17.08.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1250751,Вагонка-Доска обрезн.липа 88х15х3000мм,Штука,850.000,"932,569.71",1 047.89,4.7
1244,"ООО ""РН-Бурение""","АО ""Самара-Волго г. Самара, Московское ш., д. 55",03.11.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1438771,Доска-1-хвойная-50х100,КубичМетр,4.000,"5,403.53",1 290.24,4.7
1244,"ООО ""РН-Бурение""","АО ""Самара-Волго г. Самара, Московское ш., д. 55",03.12.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1732745,Брус-2-хвойный-150х150,КубичМетр,21.500,"466,764.00",20 735.39,4.7
1244,"ООО ""РН-Бурение""","Краснодар, ул. Гаражная, 154, Краснодарский край, Россия",10.07.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070490,Брус-2-хвойный-100Х150,КубичМетр,0.500,"15,096.80",28 838.20,4.7
1244,"ООО ""РН-Бурение""","Нефтеюганск, Дорожная ул., 11, Ханты-Мансийский автономный округ, Россия",06.07.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10320960,"Полубрус хвойный 2-го сорта, 200х200мм",КубичМетр,0.500,480.16,917.22,4.7
1244,"ООО ""РН-Бурение""","Нефтеюганск, Дорожная ул., 11, Ханты-Мансийский автономный округ, Россия",28.02.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр,0.400,383.34,915.32,4.7
1244,"ООО ""РН-Бурение""","Нефтеюганск, Дорожная ул., 11, Ханты-Мансийский автономный округ, Россия",12.12.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10320960,"Полубрус хвойный 2-го сорта, 200х200мм",КубичМетр,0.500,498.20,951.67,4.7
