БЕ,Наименование дочернего Общества,Адрес склада,Дата поступления,Классы МТР,Наименование класса,Подклассы МТР,Наименование подкласса,КСМ (код материала),Наименование материала,БЕИ (единица измерения),Количество,Стоимость запасов,Цена запаса
1244,"ООО ""РН-Бурение""","Магистральная улица, г. Губкинский, Ямало-Ненецкий автономный округ, Россиия",25.09.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр,20.000,"21,982.60",1 099.13
1244,"ООО ""РН-Бурение""","АО ""Самара-Волго г. Самара, Московское ш., д. 55",08.04.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1250751,Вагонка-Доска обрезн.липа 88х15х3000мм,Штука,30.000,"31,097.10",1 036.57
1244,"ООО ""РН-Бурение""","АО ""Самара-Волго г. Самара, Московское ш., д. 55",08.02.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1250751,Вагонка-Доска обрезн.липа 88х15х3000мм,Штука,110.000,"119,092.60",1 082.66
1244,"ООО ""РН-Бурение""","АО ""Самара-Волго г. Самара, Московское ш., д. 55",17.01.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр,12.500,"11,654.38",932.35
1244,"ООО ""РН-Бурение""","АО ""Самара-Волго г. Самара, Московское ш., д. 55",25.08.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1074358,Доска-1-хвойная-20 (необрезная),КубичМетр,6.000,"7,580.46",1 263.41
1244,"ООО ""РН-Бурение""","АО ""Самара-Волго г. Самара, Московское ш., д. 55",17.08.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1250751,Вагонка-Доска обрезн.липа 88х15х3000мм,Штука,850.000,"890,706.50",1 047.89
1244,"ООО ""РН-Бурение""","АО ""Самара-Волго г. Самара, Московское ш., д. 55",03.11.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1438771,Доска-1-хвойная-50х100,КубичМетр,4.000,"5,160.96",1 290.24
1244,"ООО ""РН-Бурение""","АО ""Самара-Волго г. Самара, Московское ш., д. 55",03.12.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1732745,Брус-2-хвойный-150х150,КубичМетр,21.500,"445,810.89",20 735.39
1244,"ООО ""РН-Бурение""","Краснодар, ул. Гаражная, 154, Краснодарский край, Россия",10.07.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070490,Брус-2-хвойный-100Х150,КубичМетр,0.500,"14,419.10",28 838.20
1244,"ООО ""РН-Бурение""","Нефтеюганск, Дорожная ул., 11, Ханты-Мансийский автономный округ, Россия",06.07.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10320960,"Полубрус хвойный 2-го сорта, 200х200мм",КубичМетр,0.500,458.61,917.22
1244,"ООО ""РН-Бурение""","Нефтеюганск, Дорожная ул., 11, Ханты-Мансийский автономный округ, Россия",28.02.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр,0.400,366.13,915.32
1244,"ООО ""РН-Бурение""","Нефтеюганск, Дорожная ул., 11, Ханты-Мансийский автономный округ, Россия",12.12.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10320960,"Полубрус хвойный 2-го сорта, 200х200мм",КубичМетр,0.500,475.84,951.67
1244,"ООО ""РН-Бурение""","Нефтеюганск, Дорожная ул., 11, Ханты-Мансийский автономный округ, Россия",23.12.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр,0.300,336.28,1 120.93
1244,"ООО ""РН-Бурение""","Нефтеюганск, Дорожная ул., 11, Ханты-Мансийский автономный округ, Россия",27.11.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр,0.800,849.58,1 061.97
1244,"ООО ""РН-Бурение""","Нефтеюганск, Дорожная ул., 11, Ханты-Мансийский автономный округ, Россия",18.05.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041051,Доска-1-хвойная-40х150,КубичМетр,0.232,297.04,1 280.35
1244,"ООО ""РН-Бурение""","Нефтеюганск, Дорожная ул., 11, Ханты-Мансийский автономный округ, Россия",19.12.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр,0.500,544.66,1 089.31
1244,"ООО ""РН-Бурение""","Нефтеюганск, Дорожная ул., 11, Ханты-Мансийский автономный округ, Россия",12.06.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10320960,"Полубрус хвойный 2-го сорта, 200х200мм",КубичМетр,0.500,623.16,1 246.31
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,01.09.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр,4.000,"3,814.64",953.66
