БЕ,Наименование дочернего Общества,Адрес склада,Дата поступления,Классы МТР,Наименование класса,Подклассы МТР,Наименование подкласса,КСМ (код материала),Наименование материала,БЕИ (единица измерения),Количество,Стоимость запасов,Цена запаса
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,10.04.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр,3.500,"3,216.64",919.04
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,31.08.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10320960,"Полубрус хвойный 2-го сорта, 200х200мм",КубичМетр,3.500,"3,951.99",1 129.14
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,28.05.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1054113,Доска-1-хвойная-25 (необрезная),КубичМетр,0.750,801.74,1 068.98
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,25.05.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр,0.900,945.44,1 050.49
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,16.05.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070615,Брус-2-хвойный-200х200,КубичМетр,0.250,"3,525.33",14 101.33
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,15.04.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10320960,"Полубрус хвойный 2-го сорта, 200х200мм",КубичМетр,2.000,"2,086.80",1 043.40
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,09.11.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070615,Брус-2-хвойный-200х200,КубичМетр,0.500,"15,323.37",30 646.73
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,21.07.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр,0.010,11.48,1 147.98
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,19.03.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1054113,Доска-1-хвойная-25 (необрезная),КубичМетр,4.000,"4,935.92",1 233.98
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,31.07.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10320960,"Полубрус хвойный 2-го сорта, 200х200мм",КубичМетр,16.000,"18,498.88",1 156.18
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,17.11.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр,0.500,548.99,1 097.97
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,12.08.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070615,Брус-2-хвойный-200х200,КубичМетр,1.500,"31,243.85",20 829.23
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,05.10.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр,3.000,"2,913.21",971.07
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,15.05.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр,3.000,"3,651.48",1 217.16
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,26.06.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр,0.500,575.43,1 150.85
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,08.04.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10320960,"Полубрус хвойный 2-го сорта, 200х200мм",КубичМетр,1.500,"1,410.89",940.59
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,05.12.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10320960,"Полубрус хвойный 2-го сорта, 200х200мм",КубичМетр,0.150,182.49,1 216.58
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,11.12.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр,0.300,317.02,1 056.73
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,19.07.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1054113,Доска-1-хвойная-25 (необрезная),КубичМетр,138.300,"140,702.27",1 017.37
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,05.05.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр,13.780,"15,415.69",1 118.70
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,29.01.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр,30.000,"31,109.40",1 036.98
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,07.04.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр,41.200,"48,750.31",1 183.26
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,05.04.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр,40.000,"42,624.40",1 065.61
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,30.04.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр,40.000,"47,356.80",1 183.92
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,20.06.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр,37.000,"46,207.82",1 248.86
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,31.08.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070615,Брус-2-хвойный-200х200,КубичМетр,119.940,"3,369,134.99",28 090.17
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,01.01.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070615,Брус-2-хвойный-200х200,КубичМетр,54.060,"1,024,304.01",18 947.54
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,13.02.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070615,Брус-2-хвойный-200х200,КубичМетр,86.400,"1,212,916.03",14 038.38
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,14.05.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070615,Брус-2-хвойный-200х200,КубичМетр,30.540,"788,013.85",25 802.68
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,03.11.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070615,Брус-2-хвойный-200х200,КубичМетр,133.440,"4,658,139.53",34 908.12
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,19.05.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070615,Брус-2-хвойный-200х200,КубичМетр,47.520,"1,582,991.47",33 312.11
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,29.04.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070615,Брус-2-хвойный-200х200,КубичМетр,47.520,"1,550,512.97",32 628.64
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,13.02.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070615,Брус-2-хвойный-200х200,КубичМетр,36.700,"1,099,122.80",29 948.85
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,19.03.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070615,Брус-2-хвойный-200х200,КубичМетр,45.540,"1,084,015.49",23 803.59
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,07.05.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070615,Брус-2-хвойный-200х200,КубичМетр,47.840,"970,923.80",20 295.23
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,28.07.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10320960,"Полубрус хвойный 2-го сорта, 200х200мм",КубичМетр,5.000,"6,456.45",1 291.29
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,02.12.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр,0.700,675.93,965.61
1244,"ООО ""РН-Бурение""",АО Ханты-Мансийский Автономный округ - Югра     ул Индустриальная,05.09.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10320960,"Полубрус хвойный 2-го сорта, 200х200мм",КубичМетр,0.500,533.22,1 066.43
1244,"ООО ""РН-Бурение""","Оренбург, Улица Донгузская 3-й проезд, дом 3, Оренбургская область, Россия",22.12.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041052,Доска-1-хвойная-30х150,КубичМетр,4.960,"4,977.26",1 003.48
1244,"ООО ""РН-Бурение""","Оренбург, Улица Донгузская 3-й проезд, дом 3, Оренбургская область, Россия",28.08.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр,13.000,"13,628.81",1 048.37
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,16.09.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр,5.000,"5,196.10",1 039.22
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,20.08.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр,2.300,"2,089.50",908.48
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,07.04.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр,7.000,"8,498.56",1 214.08
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,05.07.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр,8.000,"7,848.00",981.00
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,15.09.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр,2.500,"2,372.00",948.80
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,15.01.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр,1.300,"1,408.47",1 083.44
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,15.09.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1125930,Брус-1-хвойный-50х70,КубичМетр,2.000,"66,356.24",33 178.12
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,27.09.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1125930,Брус-1-хвойный-50х70,КубичМетр,1.400,"17,038.01",12 170.01
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,03.09.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1527694,Брус-2-сосна-150х150,КубичМетр,2.000,"63,928.40",31 964.20
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,21.02.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр,3.000,"3,533.97",1 177.99
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,24.05.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1527694,Брус-2-сосна-150х150,КубичМетр,3.000,"90,278.25",30 092.75
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,18.11.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр,13.000,"11,975.73",921.21
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,05.07.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр,7.000,"7,318.57",1 045.51
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,20.11.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1343817,Вагонка-Доска обрезн.сосна 13х90х2600,Штука,1 300.000,"1,492,374.00",1 147.98
1244,"ООО ""РН-Бурение""",обл Оренбургская     ул Магистральная,23.12.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1527694,Брус-2-сосна-150х150,КубичМетр,25.000,"744,034.75",29 761.39
1244,"ООО ""РН-Бурение""","Усинск, Возейская улица, дом 24, Ресублика Коми, Россия",11.11.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1059585,Брус-2-хвойный-100Х100,КубичМетр,2.000,"49,464.80",24 732.40
1244,"ООО ""РН-Бурение""","Усинск, Возейская улица, дом 24, Ресублика Коми, Россия",01.09.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1125930,Брус-1-хвойный-50х70,КубичМетр,2.958,"65,810.41",22 248.28
1244,"ООО ""РН-Бурение""","Усинск, Возейская улица, дом 24, Ресублика Коми, Россия",26.05.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1250751,Вагонка-Доска обрезн.липа 88х15х3000мм,Штука,250.000,"313,955.00",1 255.82
1244,"ООО ""РН-Бурение""","Усинск, Возейская улица, дом 24, Ресублика Коми, Россия",15.03.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1343817,Вагонка-Доска обрезн.сосна 13х90х2600,Штука,460.000,"446,692.20",971.07
1244,"ООО ""РН-Бурение""","Усинск, Возейская улица, дом 24, Ресублика Коми, Россия",26.06.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1574722,Брус-1-хвойный-25х50,КубичМетр,4.000,"58,157.52",14 539.38
1244,"ООО ""РН-Бурение""","Усинск, Возейская улица, дом 24, Ресублика Коми, Россия",20.02.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1059585,Брус-2-хвойный-100Х100,КубичМетр,2.000,"49,093.70",24 546.85
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",13.05.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр,2.400,"2,775.79",1 156.58
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",01.09.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр,2.000,"2,510.78",1 255.39
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",13.05.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1057410,Доска-1-хвойная-30 (необрезная),КубичМетр,2.800,"2,768.05",988.59
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",26.10.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр,0.800,805.50,1 006.87
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",13.04.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр,5.000,"5,502.05",1 100.41
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",02.07.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр,0.700,783.52,1 119.32
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",06.01.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1057410,Доска-1-хвойная-30 (необрезная),КубичМетр,1.800,"1,925.33",1 069.63
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",26.07.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1057410,Доска-1-хвойная-30 (необрезная),КубичМетр,3.000,"3,348.42",1 116.14
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",18.05.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1057410,Доска-1-хвойная-30 (необрезная),КубичМетр,10.000,"9,696.40",969.64
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",01.10.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр,2.020,"2,308.40",1 142.77
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",17.03.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр,10.000,"11,860.80",1 186.08
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",21.02.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр,5.000,"5,211.80",1 042.36
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",17.08.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр,1.700,"1,988.54",1 169.73
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",07.05.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр,1.780,"2,155.90",1 211.18
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",20.08.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр,0.220,279.80,1 271.83
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",25.07.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1191449,Доска-2-береза-40 (необрезная),КубичМетр,1.000,"1,231.78",1 231.78
1244,"ООО ""РН-Бурение""","с. Жуково, Уфимский район, Центральная улица, 75 к4, Республика Башкортостан, Россия",11.05.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1304042,Доска-2-береза-50 (необрезная),КубичМетр,1.000,"1,218.67",1 218.67
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",16.12.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1732745,Брус-2-хвойный-150х150,КубичМетр,1.050,"26,381.88",25 125.60
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",30.11.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1732745,Брус-2-хвойный-150х150,КубичМетр,5.100,"115,651.53",22 676.77
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",22.02.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1732745,Брус-2-хвойный-150х150,КубичМетр,1.000,"26,396.64",26 396.64
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",04.08.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1732745,Брус-2-хвойный-150х150,КубичМетр,0.740,"15,761.62",21 299.49
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",28.06.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10060577,Доска-1-хвойная-30х100 6000мм,КубичМетр,5.240,"4,943.10",943.34
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",23.11.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1038425,Доска-2-хвойная-40х150,КубичМетр,11.550,"10,813.46",936.23
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",09.05.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1039816,Брус-1-хвойный-50х100,КубичМетр,5.004,"142,767.47",28 530.67
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",02.05.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр,1.240,"1,550.24",1 250.19
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",05.01.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр,47.200,"55,080.04",1 166.95
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",09.06.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр,18.500,"23,799.88",1 286.48
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",06.05.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1732745,Брус-2-хвойный-150х150,КубичМетр,0.195,"5,657.69",29 013.81
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",03.06.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10060577,Доска-1-хвойная-30х100 6000мм,КубичМетр,16.760,"16,065.80",958.58
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",23.10.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1039816,Брус-1-хвойный-50х100,КубичМетр,1.556,"45,128.96",29 003.19
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",11.07.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр,1.000,"1,085.73",1 085.73
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",14.10.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10060577,Доска-1-хвойная-30х100 6000мм,КубичМетр,2.000,"1,948.62",974.31
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",13.02.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1732745,Брус-2-хвойный-150х150,КубичМетр,3.000,"59,662.59",19 887.53
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",27.11.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1732745,Брус-2-хвойный-150х150,КубичМетр,22.000,"295,592.00",13 436.00
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",04.04.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр,1.000,"1,293.84",1 293.84
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",04.08.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр,3.000,"2,989.71",996.57
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",24.01.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10060577,Доска-1-хвойная-30х100 6000мм,КубичМетр,0.366,374.87,1 024.23
